id	tc_text	en_text	status
6267	建立新的 GameSpy 檔案。	Create a new GameSpy profile.	different
6268	回到上一個畫面。	Go back to the previous screen.	different
6269	輸入有效的電子郵件地址。	Enter a valid email address.	different
6270	輸入你的 GameSpy 暱稱。	Enter your GameSpy nickname.	different
6271	輸入你的密碼。	Enter your password.	different
6272	按一下這裡記憶你的登入資料。	Click here to remember your login information.	different
6273	注意!	BE READY!	different
6274	馬上加入	JOIN NOW	different
6275	帝國政府	IMPERIAL ADMINISTRATION	different
6276	電子郵件	Email	different
6277	暱稱	Nickname	different
6278	密碼	Password	different
6279	記憶密碼	Remember Password	different
6280	建立檔案	Create Profile	different
6281	取消	Cancel	different
6282	登入	Login	different
6500	取消	Cancel	different
6501	正連結線上遊戲，請稍待。	Please wait while we connect to your Online Game.	different
6502	中斷線上遊戲連結。	Cancel the connection to your Online Game.	different
6750	勝利不需要解釋，失敗不容許解釋。	Victory needs no explanation, defeat allows none.	different
6751	GameSpy 檔案	GameSpy Profile	different
6752	注意!	BE READY!	different
6753	立即加入	JOIN NOW	different
6754	帝國政府	IMPERIAL ADMINISTRATION	different
6755	輸入以下資料，建立新的 GameSpy 檔案	ENTER THE FOLLOWING INFORMATION TO CREATE A NEW GameSpy PROFILE	different
6756	登入	Login	different
6760	取消	Cancel	different
6761	建立新帳戶	Create New Account	different
6762	電子郵件	Email	different
6763	暱稱	Nickname	different
6764	密碼	Password	different
7000	自動配對：允許你選擇自己的設定，並把你自動地與其他玩家配對，讓你能夠快速的加入遊戲。	Automatch: Allows you to choose your settings and will automatically match you with other players so you can quickly get a game.	different
7001	快速自動配對：使用你先前的設定開啟自動配對遊戲。	Quick-Automatch: Allows you to start an automatch game using your previous settings.	different
7002	建立新遊戲。	Create a new game.	different
7003	加入遊戲。	Join a game.	different
7004	取消搜尋對手。需要花上一點時間才能找到足夠的人數開始遊戲。	Cancel your search for an opponent. It can take a few minutes to find enough people to start the game.	different
7005	選擇聊天室。	Choose your chat room.	different
7006	玩家清單依名稱排序。	Sort the player list by name.	different
7007	玩家清單依分數排序。	Sort the player list by score.	different
7008	退出	Exit	different
7009	傳送	Send	different
7010	玩家名稱	Player Name	different
7011	退出並返回主選單。	Exit and return to the Main Menu.	different
7012	傳送聊天訊息到大廳。	Send your chat message to the lobby.	different
7013	輸入聊天訊息。	Enter your chat message.	different
7014	目前遊戲的相關消息。	Current game related news.	different
7015	將會離開遊戲，並開啟網頁瀏覽器瀏覽數據頁面。	Closes the game and opens a web page browser to visit the stats page.	different
7016	檢視遊戲資料。	View game information.	different
7017	聊天模式。	Chat mode.	different
7018	數據頁面	Stats Web Page	different
7019	這是悄悄話的文字。	This is whisper text.	different
7020	目前有 507 位玩家在這間聊天室。	There are 507 players in this chat room.	different
7021	這是可忽略的文字。	This is ignore text.	different
7022	正常聊天文字風格。	Normal chat text style.	different
7023	選擇一個聊天室。	Select a Chat Room	different
7024	依名稱排序。	Sort by Name	different
7025	依等級排序。	Sort by Rank	different
7026	1234567	1234567	same
7027	加入遊戲 	Join Game 	different
7028	建立遊戲	Create Game	different
7029	i	i	same
7030	在星等與數字間切換等級顯示。	Toggle view between star icons and score numbers.	different
7031	自動配對	Automatch	different
7032	i	i	same
7033	對此玩家切換一般、悄悄話、忽略等三種聊天模式	Toggle the chat mode between Normal, Whisper, and Ignore with this player.	different
7034	看這個玩家的數據。	View the stats for this player.	different
7035	取消	Cancel	different
7036	破曉之戰 ONLINE	DAWN OF WAR ONLINE	different
7037	房間內的玩家	Players in room	different
7038	好友	Friends	different
7039	房間內的玩家	Players in room	different
7040	好友	Friends	different
7041	顯示所有好友	Show all friends.	different
7042	顯示房間內的所有玩家	Show all players in the room.	different
7043	新增或移除好友	Add or remove friend.	different
7044	顯示房間內的所有玩家	Show all players in room.	different
7045	房間內的玩家	Players in Room	different
7046	好友	Friends	different
7047	顯示所有好友	Show all friends.	different
7048	新增或移除好友	Add/remove friend.	different
7049	新增好友	Add friend.	different
7050	房間內的玩家	Players in Room	different
7051	顯示房間內的所有玩家	Show all players in room.	different
7052	顯示所有好友	Show all friends.	different
7053	好友	Friends	different
7054	移除好友	Remove friend.	different
7250	此為文字	Continue	different
7500	遊戲排名	Ranked Game	different
7501	開始遊戲	Start Game	different
7502	移至「小隊噴漆圖案」選擇隊伍顏色。	Go to the Army Painter and customize your team colors.	different
7503	玩家	Players	different
7504	取消	Cancel	different
7505	一般遊戲速度	Arranged Team	different
7506	預設隊伍	Automatch	different
7507	自動配對選項	AUTOMATCH OPTIONS	different
7508	開始搜尋對手	Start searching for an opponent.	different
7509	回到上一個畫面。	Go back to the previous screen.	different
7510	回復自動配對的原始設定。	Reset automatch defaults.	different
7511	遊戲排名：在遊戲中，將會記錄遊戲數據，你的分數也會受到影響。	Ranked Game: If checked the stats will be recorded for this game and your score will be impacted.	different
7512	隊伍名稱	Team Name	different
7513	隊伍玩家	Team Players	different
7514	載入隊伍	Load Team	different
7515	製作隊伍	Create Team	different
7516	自動對戰	Automatch	different
7517	前往設定自動對戰	Go to Automatch set up.	different
7518	整理隊伍	Arranged Team	different
7519	前往設定整理隊伍	Go to Arranged Team set up.	different
7520	製作隊伍	Create Team	different
7521	載入隊伍	Load Team	different
7522	種族	Race	different
7523	製作新隊伍	Create new team.	different
7524	載入存檔隊伍	Load saved team.	different
7525	整理隊伍	ARRANGED TEAM	different
7526	排名遊戲自動對戰	RANKED AUTOMATCH	different
7527	選項名稱	Type a Team Name.	different
7528	選項名稱	Select the Number of Players on Your Team.	different
7529	遊戲選項	Select the Number of Players.	different
7530	隊伍模式	Choose the Race You Want to Use.	different
7531	隊伍數量	Automatch	different
7536	重新設定	Reset	different
7537	前往自動配對設定	Go to Automatch set up	different
8000	勝利不需要解釋，失敗不容許解釋。	Victory needs no explanation, defeat allows none.	different
8001	完成此區以註冊新帳號。	Complete the fields to register a new account.	different
8002	電子郵件	Email	different
8003	專屬 破曉之戰 暱稱	Unique Dawn of War nickname	different
8004	密碼	Password	different
8005	確定密碼	Password Confirm	different
8006	GameSpy 檔案	GameSpy Profile	different
8007	注意!	BE READY!	different
8008	立即加入	JOIN NOW	different
8009	帝國政府	IMPERIAL ADMINISTRATION	different
8010	取消	Cancel	different
8011	確定!	Accept!	different
8012	記憶密碼	Remember Password	different
8013	建立檔案。	Create this profile.	different
8014	回到線上登入。	Return to the Online login.	different
8015	輸入一個有效的電子郵件地址。	Enter a valid email address.	different
8016	輸入專屬的GameSpy暱稱.	Enter a unique GameSpy nickname.	different
8017	輸入密碼。	Enter a password.	different
8018	確定密碼。	Confirm your password.	different
8019	請按這裡記憶你的登入資訊。	Click here to remember your login information.	different
8020	檔案名稱。	Profile name.	different
8021	建立 破曉之戰 的帳號需要使用GameSpyID, 你可以提供註冊在Gamespy的電子郵件與密碼 或 你可以輸入新資料來創造新帳號	Accounts in Dawn of War are created using GameSpyID and you can provide the email and password of an existing GameSpyID account or you can enter new information to create one.	different
8022	你將會需要選擇一個尚無人使用的暱稱。	You will also need to choose a nickname that hasn't already been taken.	different
8500	確定!	Accept!	different
8501	返回	Back	different
8502	圖形選項	GRAPHICS OPTIONS	different
8503	音效	Sound	different
8504	僅有帝皇是我們唯一的庇護與保護者。	There is only the Emperor, and He is our shield and protector.	different
8505	取消變更並回到主選單。	Cancel changes and return to the Main Menu.	different
8506	圖形	Graphics	different
8507	更改圖形選項	Change the Graphics Options	different
8508	更改音效選項	Change the Sound Options	different
8509	遊戲性	Gameplay	different
8510	遊戲選項	GAMEPLAY OPTIONS	different
8511	調整遊戲選項	Adjust Gameplay Options	different
8512	接受這些變更。	Accept these changes.	different
8521	音效選項	SOUND OPTIONS	different
8522	ADEPTUS MECHANICUS DEPARTMENTO MANUFACTORUM	ADEPTUS MECHANICUS DEPARTMENTO MANUFACTORUM	same
8523	音樂已啟用 .....................	Music Enabled.....................	different
